STDR_YYQU_CD,TRDAR_CD_NM,TOT_FLPOP_CO,AGRDE_10_FLPOP_CO,AGRDE_20_FLPOP_CO,AGRDE_30_FLPOP_CO,AGRDE_40_FLPOP_CO,AGRDE_50_FLPOP_CO,AGRDE_60_ABOVE_FLPOP_CO,lat,lon,snapped_geometry,geometry,snapped_lat,snapped_lon,grid_x,grid_y
20191,강남시장,46491.0,7599.0,10823.0,5763.0,5534.0,5644.0,11128.0,37.5185901730166,127.020890571349,POINT (957669.6455470031 1946681.7791565238),POINT (127.02097958625856 37.51845716325204),37.51845716325204,127.02097958625856,63510,18759
20191,강남골목시장,322593.0,20543.0,65138.0,73052.0,55033.0,49367.0,59462.0,37.5368709290181,127.0647236217369,POINT (961544.7183259685 1948705.8917478935),POINT (127.0647236217369 37.5368709290181),37.5368709290181,127.0647236217369,63532,18768
20191,양재시장,50776.0,3808.0,8433.0,11950.0,8396.0,6523.0,11667.0,37.4842792133506,127.037985626243,POINT (959140.5416714712 1942962.1129223339),POINT (127.0378307959285 37.484996768246496),37.484996768246496,127.0378307959285,63518,18742
20191,도곡시장,84831.0,21967.0,8138.0,9643.0,19286.0,11862.0,13935.0,37.4974897969693,127.05212804503,POINT (960422.5265571554 1944346.3500388071),POINT (127.0522566918284 37.497529289878926),37.497529289878926,127.0522566918284,63526,18748
20191,강남시장,54425.0,3766.0,15043.0,13308.0,9197.0,5877.0,7233.0,37.5185901730166,127.020890571349,POINT (957669.6455470031 1946681.7791565238),POINT (127.02097958625856 37.51845716325204),37.51845716325204,127.02097958625856,63510,18759
20191,영동전통시장,430720.0,23575.0,103705.0,116121.0,71391.0,46223.0,69704.0,37.509885050791176,127.02366486128716,POINT (957895.2979649303 1945726.8955938208),POINT (127.02358775563253 37.50986080860225),37.50986080860225,127.02358775563253,63511,18754
20191,신사상가,33858.0,8687.0,2245.0,3336.0,6695.0,4035.0,8860.0,37.53229465438849,127.0283886783293,POINT (958328.1720444891 1948226.0933641929),POINT (127.02834377007517 37.53240655126513),37.53240655126513,127.02834377007517,63514,18766
20191,논현종합시장,44616.0,2900.0,10032.0,11629.0,7779.0,4946.0,7330.0,37.5100201607728,127.034759347211,POINT (958904.5309271927 1945747.6449498541),POINT (127.0350056589189 37.5100933345794),37.5100933345794,127.0350056589189,63517,18755
20191,강남언주로,403695.0,17768.0,91291.0,115925.0,73580.0,46724.0,58408.0,37.5070444396357,127.040077297966,POINT (959351.0110754531 1945407.1130915512),POINT (127.04007625454817 37.507043776539575),37.507043776539575,127.04007625454817,63520,18753
20191,방이시장,1065499.0,152729.0,151273.0,192252.0,163628.0,154589.0,251031.0,37.5117726264435,127.113632180173,POINT (965854.2146207265 1945902.5149983142),POINT (127.113632180173 37.51177262644351),37.51177262644351,127.113632180173,63556,18755
20191,청담삼익시장,54809.0,3874.0,8049.0,12578.0,10242.0,8335.0,11730.0,37.52247747058278,127.05769300261032,POINT (960905.5113740987 1947122.4381938165),POINT (127.05757292525325 37.52257181552732),37.52257181552732,127.05757292525325,63528,18761
20191,강남개포시장,111421.0,21185.0,11289.0,10220.0,19326.0,19315.0,30084.0,37.4886843078813,127.067976957752,POINT (961808.9393350077 1943359.0985851458),POINT (127.06799213847393 37.48868918199175),37.48868918199175,127.06799213847393,63533,18744
20191,새마을시장,1026815.0,141005.0,193261.0,187135.0,158789.0,132608.0,214016.0,37.5092080256331,127.086365832899,POINT (963443.2524973291 1945628.2330703435),POINT (127.08636583289902 37.50920802563309),37.50920802563309,127.08636583289902,63543,18754
20191,석촌시장,245107.0,32793.0,30370.0,39769.0,43207.0,41922.0,57047.0,37.500562379475,127.107806866186,POINT (965334.2091010524 1944660.941608605),POINT (127.10780686618601 37.50056237947501),37.50056237947501,127.10780686618601,63553,18750
20191,약수역 7번,245184.0,28535.0,32248.0,38535.0,37997.0,33824.0,74042.0,37.5428882122984,127.016217284502,POINT (957262.7474182786 1949394.4170434694),POINT (127.016217284502 37.5428882122984),37.5428882122984,127.016217284502,63508,18771
20191,옥수역 6번,640998.0,108369.0,77209.0,98150.0,95157.0,81031.0,181084.0,37.54186726210846,127.01705213122963,POINT (957335.9162521395 1949280.7691312323),POINT (127.01705213122965 37.54186726210847),37.54186726210847,127.01705213122965,63508,18770
20191,서울독일학교,107774.0,8577.0,16977.0,25757.0,20812.0,14524.0,21127.0,37.5373430710793,127.01190295836,POINT (956878.4250480797 1948781.1841888702),POINT (127.01190295836001 37.537343071079306),37.537343071079306,127.01190295836001,63505,18768
20191,유엔빌리지길,405270.0,38364.0,50685.0,80347.0,69821.0,57151.0,108901.0,37.5349702762697,127.012855466574,POINT (956961.2124781389 1948517.4996112334),POINT (127.012855466574 37.53497027626971),37.53497027626971,127.012855466574,63506,18767
20191,옥수동우편취급국,60225.0,9915.0,6187.0,12124.0,10143.0,7217.0,14639.0,37.5414048731248,127.010935021824,POINT (956795.2546502692 1949232.2628232234),POINT (127.010935021824 37.5414048731248),37.5414048731248,127.010935021824,63505,18770
20191,옥정중학교,148778.0,26689.0,16494.0,24494.0,23044.0,19704.0,38352.0,37.5415921541117,127.012229512773,POINT (956909.7204578418 1949252.4465917773),POINT (127.01222951277302 37.5415921541117),37.5415921541117,127.01222951277302,63506,18770
20191,옥수터널,249295.0,39713.0,27975.0,41568.0,38379.0,33434.0,68227.0,37.54533978788648,127.01653239501417,POINT (957291.9829641192 1949666.2626879665),POINT (127.01653239501417 37.54533978788648),37.54533978788648,127.01653239501417,63508,18772
20191,신금호역 4번,1433023.0,294251.0,152125.0,221225.0,216796.0,186544.0,362082.0,37.54844477281736,127.01548066699998,POINT (957200.8513343673 1950011.222129001),POINT (127.01548066699998 37.54844477281736),37.54844477281736,127.01548066699998,63507,18774
20191,금동어린이공원,868506.0,158405.0,92096.0,135464.0,126452.0,121199.0,234890.0,37.5496972013309,127.025605768362,POINT (958095.9405804594 1950145.6109552851),POINT (127.025605768362 37.54969720133091),37.54969720133091,127.025605768362,63512,18774
20191,금호사거리,156255.0,25455.0,14989.0,25935.0,22857.0,22122.0,44898.0,37.5480339301875,127.025733072624,POINT (958106.2547398526 1949961.0233499869),POINT (127.025733072624 37.5480339301875),37.5480339301875,127.025733072624,63512,18774
20191,금호삼성래미안아파트,379860.0,64976.0,34887.0,72341.0,67748.0,49742.0,90165.0,37.54910034615845,127.02736299736137,POINT (958250.8276520912 1950078.6113048492),POINT (127.02736299736138 37.54910034615844),37.54910034615844,127.02736299736138,63513,18774
20191,응봉산,266812.0,59319.0,24939.0,35041.0,44208.0,38088.0,65218.0,37.5482528089186,127.029834156041,POINT (958468.6421140379 1949983.4871409289),POINT (127.029834156041 37.548252808918605),37.548252808918605,127.029834156041,63514,18774
20191,서울숲카페거리,551082.0,62649.0,87378.0,107277.0,89299.0,76149.0,128331.0,37.5464440372535,127.043028992489,POINT (959633.2182923078 1949777.0667712775),POINT (127.04302899248901 37.54644403725351),37.54644403725351,127.04302899248901,63521,18773
20191,서울숲역 1번,193326.0,16990.0,38417.0,43154.0,34427.0,27165.0,33172.0,37.54795926504363,127.04608523821922,POINT (959904.0065173141 1949943.8650307),POINT (127.04608523821922 37.54795926504363),37.54795926504363,127.04608523821922,63523,18773
20191,뚝섬역교차로,494138.0,56022.0,92808.0,98456.0,77511.0,72455.0,96886.0,37.5480860095393,127.044508966536,POINT (959764.8358937238 1949958.6000637265),POINT (127.04450896653601 37.5480860095393),37.5480860095393,127.04450896653601,63522,18774
20191,성수2가3동주민센터,547758.0,52033.0,96191.0,112953.0,88773.0,86529.0,111278.0,37.5482148305107,127.0552277868,POINT (960711.7405229737 1949968.3586437553),POINT (127.05522778680002 37.5482148305107),37.5482148305107,127.05522778680002,63527,18774
20191,성원중학교,1617664.0,253896.0,209664.0,245126.0,258109.0,309407.0,341463.0,37.5392602112427,127.052342674179,POINT (960452.1572366499 1948976.1038697741),POINT (127.052342674179 37.53926021124269),37.53926021124269,127.052342674179,63526,18769
